鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,23.14,住,,,1071106,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,174.76999999999998,3,2,2,有,有,19790000,119300,坡道平面,25.65,2000000,,RPVOMLMKKINFFCF48CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,15.04,住,,,1071106,土地1建物1車位1,三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,127.62,2,2,1,有,有,14000000,119393,坡道平面,27.53,2050000,,RPWOMLMKKINFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,17.35,住,,,1071106,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,139.06,2,2,1,有,有,14700000,112526,坡道平面,27.53,2150000,,RPXOMLMKKINFFCF68CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,15.04,住,,,1071106,土地1建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,127.62,2,2,1,有,有,13080000,111699,坡道平面,27.53,1900000,,RPOPMLMKKINFFCF87CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,15.04,住,,,1071106,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,127.62,2,2,1,有,有,13100000,110900,坡道平面,27.53,2000000,,RPPPMLMKKINFFCF97CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,15.04,住,,,1071106,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,125.75,2,2,1,有,有,13010000,111988,坡道平面,25.65,1800000,,RPRPMLMKKINFFCF18CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,15.04,住,,,1071106,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,127.62,2,2,1,有,有,13140000,110301,坡道平面,27.53,2100000,,RPSPMLMKKINFFCF28CA
新店區,房地(土地+建物),新北市新店區安光路61~90號,13.88,住,,,1071106,土地1建物1車位0,十五層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,100.09,2,2,1,有,有,11550000,115396,,0.0,0,,RPUPMLMKKINFFCF48CA
新店區,房地(土地+建物),新北市新店區安光路61~90號,13.88,住,,,1071106,土地1建物1車位0,十六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,100.09,2,2,1,有,有,11660000,116495,,0.0,0,,RPVPMLMKKINFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,15.04,住,,,1071106,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,127.62,2,2,1,有,有,13300000,112399,坡道平面,27.53,2050000,,RPOQMLMKKINFFCF97CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,17.35,住,,,1071106,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,136.4,2,2,1,有,有,15000000,116653,坡道平面,27.53,2300000,,RPPOMLSKKINFFCF48CA
新店區,房地(土地+建物),新北市新店區安光路61~90號,15.04,住,,,1071106,土地1建物1車位0,六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,109.66,2,2,1,有,有,12480000,113806,,0.0,0,,RPQOMLSKKINFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,16.19,住,,,1071106,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,137.2,2,2,1,有,有,14360000,111334,坡道平面,27.53,2150000,,RPROMLSKKINFFCF68CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,17.35,住,,,1071106,土地1建物1車位1,一層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,137.1,2,2,1,有,有,16000000,127316,坡道平面,27.53,2050000,,RPSOMLSKKINFFCF78CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,16.19,住,,,1071106,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,135.73,2,2,1,有,有,13320000,104159,坡道平面,27.53,2050000,,RPTOMLSKKINFFCF88CA
新店區,房地(土地+建物),新北市新店區安光路61~90號,15.04,住,,,1071106,土地1建物1車位0,三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,108.19999999999999,2,2,1,有,有,11300000,104436,,0.0,0,,RPUOMLSKKINFFCF98CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,16.19,住,,,1071106,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,133.85999999999999,2,2,1,有,有,13150000,104427,坡道平面,25.65,1850000,,RPVOMLSKKINFFCF09CA
新店區,房地(土地+建物),新北市新店區安光路61~90號,15.04,住,,,1071106,土地1建物1車位0,八層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,108.19999999999999,2,2,1,有,有,11460000,105915,,0.0,0,,RPWOMLSKKINFFCF56CA
新店區,房地(土地+建物),新北市新店區安光路61~90號,15.04,住,,,1071106,土地1建物1車位0,七層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,108.19999999999999,2,2,1,有,有,11560000,106839,,0.0,0,,RPXOMLSKKINFFCF66CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,16.19,住,,,1071106,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,135.73,2,2,1,有,有,13250000,104436,坡道平面,27.53,1950000,,RPOPMLSKKINFFCF48CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,16.19,住,,,1071106,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,133.85999999999999,2,2,1,有,有,13320000,106460,坡道平面,25.65,1800000,,RPPPMLSKKINFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,16.19,住,,,1071106,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,133.85999999999999,2,2,1,有,有,13360000,104981,坡道平面,25.65,2000000,,RPQPMLSKKINFFCF68CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,16.19,住,,,1071106,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,135.73,2,2,1,有,有,13400000,105360,坡道平面,27.53,2000000,,RPRPMLSKKINFFCF78CA
新店區,房地(土地+建物),新北市新店區安光路61~90號,15.04,住,,,1071106,土地1建物1車位0,十八層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,108.19999999999999,2,2,1,有,有,11800000,109057,,0.0,0,,RPSPMLSKKINFFCF88CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,16.19,住,,,1071106,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,133.85999999999999,2,2,1,有,有,13600000,108308,坡道平面,25.65,1880000,,RPTPMLSKKINFFCF98CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,16.19,住,,,1071106,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,133.85999999999999,2,2,1,有,有,13520000,106922,坡道平面,25.65,1950000,,RPUPMLSKKINFFCF09CA
新店區,房地(土地+建物)+車位,新北市新店區安光路61~90號,16.19,住,,,1071106,土地1建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,135.73,2,2,1,有,有,13520000,106007,坡道平面,27.53,2050000,,RPVPMLSKKINFFCF56CA
新店區,房地(土地+建物)+車位,新北市新店區安民街121巷1~30號,11.56,住,,,1071109,土地1建物1車位1,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841014,129.61,2,2,2,有,有,10100000,77926,坡道平面,39.03,0,,RPVNMLNJJHOFFCF28CA
新店區,土地,建國段451~480地號,0.27,其他,,,1071018,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,130000,0,,0.0,0,,RPQPMLNJJHOFFCF97CA
新店區,房地(土地+建物)+車位,新北市新店區北新路一段121~150號,27.2,住,,,1071106,土地1建物1車位2,十八層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070201,301.82,4,2,2,有,有,47900000,209151,坡道平面,92.88,4200000,"103/5/12簽訂預售契約,登記二人",RPRNMLOJJHOFFCF97CA
新店區,房地(土地+建物)+車位,新北市新店區安祥路158巷1~30號,211.14,,山坡地保育區,丙種建築用地,1060927,土地10建物2車位1,一層，二層,四層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070703,193.32999999999998,2,2,2,有,有,15100000,91110,坡道平面,44.06,1500000,,RPTNMLTKKINFFCF88CA
新店區,房地(土地+建物),新北市新店區三民路51巷1~30號,31.96,住,,,1071107,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650917,86.84,3,1,4,有,無,17000000,195762,,0.0,0,,RPPOMLNKKINFFCF97CA
新店區,房地(土地+建物),新北市新店區新店路151~180號,178.97,商,,,1070806,土地2建物1車位0,全,三層,透天厝,商業用,磚造,,339.16,0,0,0,無,無,59550000,175581,,0.0,0,,RPUNMLKLKINFFCF18CA
新店區,房地(土地+建物)+車位,新北市新店區禾豐一路8巷1~30號,664.93,住,,,1070912,土地8建物1車位3,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1020911,559.7,0,0,0,無,有,63000000,112560,坡道平面,0.0,0,,RPQNMLNLKINFFCF08CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,16.19,住,,,1071106,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,135.73,2,2,1,有,有,13880000,108410,坡道平面,27.53,2150000,,RPQNMLOLKINFFCF18CA
新店區,房地(土地+建物)+車位,新北市新店區安光路31~60號,23.14,住,,,1071106,土地1建物1車位2,十八層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071015,201.32,3,2,2,有,有,19750000,106656,坡道平面,53.18,3950000,,RPTOMLPLKINFFCF68CA
金山區,房地(土地+建物),新北市金山區中山路271~300號,24.13,住,,,1071101,土地2建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970701,83.38,1,1,1,有,無,3600000,43176,,0.0,0,本案標的係有配備溫泉設施之華廈.,RPSNMLTLJINFFDF88CA
汐止區,房地(土地+建物)+車位,新北市汐止區湖前街31~60號,21.93,住,,,1071014,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961116,155.46,3,2,2,有,有,17000000,109353,坡道平面,30.41,0,,RPROMLQJKINFFDF48CA
汐止區,房地(土地+建物),新北市汐止區民族六街1巷1~30號,29.5,住,,,1071107,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701219,103.52,0,0,1,無,無,12000000,115920,,0.0,0,,RPQNMLNJKINFFDF97CA
汐止區,房地(土地+建物),新北市汐止區湖前街1~30號,20.09,住,,,1071004,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831101,131.75,4,2,2,有,有,9600000,72871,,0.0,0,,RPXNMLOJKINFFDF78CA
汐止區,房地(土地+建物)+車位,新北市汐止區伯爵街41巷1~30號,124.55,,山坡地保育區,丙種建築用地,1071030,土地1建物1車位1,一層，二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780812,210.36,4,2,3,有,有,12000000,57045,坡道平面,0.0,0,"陽台外推,平台外推",RPQOMLOJKINFFDF18CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段91~120號,34.44,工,,,1071001,土地2建物1車位1,三十一層,三十七層,廠辦,見其他登記事項,見其他登記事項,1031013,496.1,0,0,0,無,有,47510000,99412,坡道平面,37.1,1880000,,RPWOMLKKKINFFDF48CA
汐止區,房地(土地+建物),新北市汐止區福德一路1~30號,11.56,住,,,1070922,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960212,86.81,2,2,1,有,有,9400000,108282,,0.0,0,,RPSNMLLKKINFFDF08CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德一路86巷31~60號,19.51,住,,,1071027,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860531,141.39,3,2,2,有,有,11000000,77799,坡道平面,0.0,0,含增建或未登記建物。;,RPUOMLLKKINFFDF38CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路121~150號,21.31,住,,,1071017,土地1建物1車位1,一層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,147.5,2,2,2,有,有,16000000,116904,坡道平面,30.31,2300000,,RPROMLMKKINFFDF18CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路121~150號,21.31,住,,,1071014,土地1建物1車位1,二層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,150.51999999999998,2,2,2,有,有,14060000,99493,坡道平面,30.31,2100000,,RPSOMLMKKINFFDF28CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路121~150號,21.31,住,,,1070807,土地1建物1車位1,四層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,150.51999999999998,2,2,2,有,有,15180000,108810,坡道平面,30.31,2100000,,RPTOMLMKKINFFDF38CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路121~150號,21.31,住,,,1070923,土地1建物1車位1,十六層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,150.56,2,2,2,有,有,14900000,106445,坡道平面,30.31,2100000,,RPUOMLMKKINFFDF48CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路121~150號,24.47,住,,,1070907,土地1建物1車位1,二層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,167.26,3,2,2,有,有,15860000,101205,坡道平面,30.31,2000000,,RPPPMLMKKINFFDF08CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路121~150號,21.31,住,,,1071007,土地1建物1車位1,十九層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,150.56,2,2,2,有,有,15080000,107942,坡道平面,30.31,2100000,,RPQPMLMKKINFFDF18CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路121~150號,24.47,住,,,1070922,土地1建物1車位1,三層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,167.26,3,2,2,有,有,16200000,102227,坡道平面,30.31,2200000,,RPRPMLMKKINFFDF28CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路121~150號,24.47,住,,,1070809,土地1建物1車位1,十八層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,171.09,3,2,2,有,有,17250000,108325,坡道平面,30.31,2000000,,RPSPMLMKKINFFDF38CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路121~150號,21.41,住,,,1070924,土地1建物1車位1,十六層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,149.3,2,2,2,有,有,14850000,107152,坡道平面,30.31,2100000,,RPTPMLMKKINFFDF48CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路121~150號,29.1,住,,,1070924,土地1建物1車位1,二層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,190.17000000000002,3,2,2,有,有,18950000,106030,坡道平面,30.31,2000000,,RPUPMLMKKINFFDF58CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路151~180號,34.63,住,,,1070823,土地1建物1車位1,十二層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,227.07999999999998,3,2,2,有,有,21860000,99405,坡道平面,30.31,2300000,,RPVPMLMKKINFFDF68CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路121~150號,21.31,住,,,1071006,土地1建物1車位1,二十層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,150.56,2,2,2,有,有,14900000,107277,坡道平面,30.31,2000000,,RPOQMLMKKINFFDF08CA
汐止區,房地(土地+建物)+車位,新北市汐止區新興路121~150號,21.41,住,,,1071007,土地1建物1車位1,十八層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070213,149.3,2,2,2,有,有,14930000,107824,坡道平面,30.31,2100000,,RPXNMLKLKINFFDF58CA
